frame,v0_pitch,v0_env,v0_vol,v0_srcn,v1_pitch,v1_env,v1_vol,v1_srcn,v2_pitch,v2_env,v2_vol,v2_srcn,v3_pitch,v3_env,v3_vol,v3_srcn
395,803,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
396,803,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
397,803,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
398,803,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
399,803,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
400,803,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
401,803,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
402,803,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
403,803,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
404,803,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
405,803,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
406,803,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
407,803,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
408,803,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
409,803,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
410,803,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
411,803,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
412,803,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
413,803,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
414,803,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
415,803,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
416,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
417,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
418,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
419,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
420,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
421,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
422,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
423,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
424,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
425,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
426,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
427,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
428,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
429,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
430,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
431,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
432,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
433,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
434,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
435,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
436,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
437,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
438,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
439,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
440,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
441,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
442,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
443,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
444,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
445,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
446,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
447,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
448,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
449,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
450,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
451,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
452,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
453,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
454,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
455,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
456,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
457,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
458,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
459,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
460,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
461,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
462,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
463,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
464,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
465,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
466,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
467,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
468,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
469,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
470,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
471,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
472,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
473,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
474,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
475,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
476,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
477,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
478,803,127,0,1,2023,96,0,6,0,0,0,0,0,0,0,0
479,803,127,0,1,2023,96,0,6,0,0,0,0,0,0,0,0
480,803,127,0,1,2023,96,0,6,0,0,0,0,0,0,0,0
481,803,127,0,1,2023,96,0,6,0,0,0,0,0,0,0,0
482,803,127,0,1,2023,96,0,6,0,0,0,0,0,0,0,0
483,803,127,0,1,2023,96,0,6,0,0,0,0,0,0,0,0
484,803,127,0,1,2023,96,0,6,0,0,0,0,0,0,0,0
485,803,127,0,1,2023,96,0,6,0,0,0,0,0,0,0,0
486,803,127,0,1,2023,96,0,6,0,0,0,0,0,0,0,0
487,803,127,0,1,2023,96,0,6,0,0,0,0,0,0,0,0
488,803,127,0,1,2023,96,0,6,0,0,0,0,0,0,0,0
489,803,127,0,1,2023,96,0,6,0,0,0,0,0,0,0,0
490,803,127,0,1,2023,96,0,6,0,0,0,0,0,0,0,0
491,803,127,0,1,2023,96,0,6,0,0,0,0,0,0,0,0
492,803,127,0,1,2023,96,0,6,0,0,0,0,0,0,0,0
493,284,127,126,7,3819,127,90,7,401,127,126,0,0,0,0,0
494,284,127,0,7,3819,127,90,7,401,127,126,0,0,0,0,0
495,284,127,0,7,3819,127,90,7,401,127,126,0,0,0,0,0
496,284,127,0,7,3819,127,90,7,401,127,126,0,0,0,0,0
497,284,127,0,7,3819,127,90,7,401,127,126,0,0,0,0,0
498,284,127,0,7,3819,127,90,7,401,127,126,0,0,0,0,0
499,284,127,0,7,3819,127,90,7,401,127,126,0,0,0,0,0
500,284,127,0,7,3819,127,90,7,401,127,126,0,0,0,0,0
501,284,127,0,7,6422,127,90,7,401,127,108,0,0,0,0,0
502,284,127,0,7,6422,127,90,7,401,127,108,0,0,0,0,0
503,284,127,0,7,6422,127,90,7,401,127,108,0,0,0,0,0
504,284,127,0,7,6422,127,90,7,401,127,108,0,0,0,0,0
505,284,127,0,7,6422,127,90,7,401,127,108,0,0,0,0,0
506,284,127,0,7,6422,127,90,7,401,127,108,0,0,0,0,0
507,284,127,0,7,6422,127,90,7,401,127,108,0,0,0,0,0
508,284,127,0,7,6422,127,90,7,401,127,108,0,0,0,0,0
509,284,127,0,7,3819,127,54,7,401,127,90,0,0,0,0,0
510,284,127,0,7,3819,127,54,7,401,127,90,0,0,0,0,0
511,284,127,0,7,3819,127,54,7,401,127,90,0,0,0,0,0
512,284,127,0,7,3819,127,54,7,401,127,90,0,0,0,0,0
513,284,127,0,7,3819,127,54,7,401,127,90,0,0,0,0,0
514,284,127,0,7,3819,127,54,7,401,127,90,0,0,0,0,0
515,284,127,0,7,3819,127,54,7,401,127,90,0,0,0,0,0
516,284,127,0,7,3819,127,54,7,401,127,90,0,0,0,0,0
517,284,127,0,7,6422,127,54,7,401,127,0,0,0,0,0,0
518,284,127,0,7,6422,127,54,7,401,127,0,0,0,0,0,0
519,284,127,0,7,6422,127,54,7,401,127,0,0,0,0,0,0
520,284,127,0,7,6422,127,54,7,401,127,0,0,0,0,0,0
521,284,127,0,7,6422,127,54,7,401,127,0,0,0,0,0,0
522,284,127,0,7,6422,127,54,7,401,127,0,0,0,0,0,0
523,284,127,0,7,6422,127,54,7,401,127,0,0,0,0,0,0
524,284,127,0,7,6422,127,54,7,401,127,0,0,0,0,0,0
525,2023,125,0,6,3819,127,36,7,401,127,126,0,0,0,0,0
526,2023,120,0,6,3819,127,36,7,401,127,126,0,0,0,0,0
527,2023,116,0,6,3819,127,36,7,401,127,126,0,0,0,0,0
528,2023,112,0,6,3819,127,36,7,401,127,126,0,0,0,0,0
529,2023,108,0,6,3819,127,36,7,401,127,126,0,0,0,0,0
530,2023,105,0,6,3819,127,36,7,401,127,126,0,0,0,0,0
531,2023,101,0,6,3819,127,36,7,401,127,126,0,0,0,0,0
532,2023,97,0,6,3819,127,36,7,401,127,126,0,0,0,0,0
533,284,127,0,7,6422,127,36,7,401,127,108,0,0,0,0,0
534,284,127,0,7,6422,127,36,7,401,127,108,0,0,0,0,0
535,284,127,0,7,6422,127,36,7,401,127,108,0,0,0,0,0
536,284,127,0,7,6422,127,36,7,401,127,108,0,0,0,0,0
537,284,127,0,7,6422,127,36,7,401,127,108,0,0,0,0,0
538,284,127,0,7,6422,127,36,7,401,127,108,0,0,0,0,0
539,284,127,0,7,6422,127,36,7,401,127,108,0,0,0,0,0
540,284,127,0,7,6422,127,36,7,401,127,108,0,0,0,0,0
541,284,127,0,7,3819,127,18,7,0,127,90,0,0,0,0,0
542,284,127,0,7,3819,127,18,7,0,127,90,0,0,0,0,0
543,284,127,0,7,3819,127,18,7,0,127,90,0,0,0,0,0
544,284,127,0,7,3819,127,18,7,0,127,90,0,0,0,0,0
545,284,127,0,7,3819,127,18,7,0,127,90,0,0,0,0,0
546,284,127,0,7,3819,127,18,7,0,127,90,0,0,0,0,0
547,284,127,0,7,3819,127,18,7,0,127,90,0,0,0,0,0
548,284,127,0,7,3819,127,18,7,0,127,90,0,0,0,0,0
549,284,127,0,7,6422,127,18,7,637,127,126,0,0,0,0,0
550,284,127,0,7,6422,127,18,7,637,127,126,0,0,0,0,0
551,284,127,0,7,6422,127,18,7,637,127,126,0,0,0,0,0
552,284,127,0,7,6422,127,18,7,637,127,126,0,0,0,0,0
553,284,127,0,7,6422,127,18,7,637,127,126,0,0,0,0,0
554,284,127,0,7,6422,127,18,7,637,127,126,0,0,0,0,0
555,284,127,0,7,6422,127,18,7,637,127,126,0,0,0,0,0
556,284,127,126,7,6422,127,18,7,637,127,126,0,0,0,0,0
557,284,127,0,7,1909,127,90,7,477,127,126,0,0,0,0,0
558,284,127,0,7,1909,127,90,7,477,127,126,0,0,0,0,0
559,284,127,0,7,1909,127,90,7,477,127,126,0,0,0,0,0
560,284,127,0,7,1909,127,90,7,477,127,126,0,0,0,0,0
561,284,127,0,7,1909,127,90,7,477,127,126,0,0,0,0,0
562,284,127,0,7,1909,127,90,7,477,127,126,0,0,0,0,0
563,284,127,0,7,1909,127,90,7,477,127,126,0,0,0,0,0
564,284,127,0,7,3211,127,90,7,477,127,126,0,0,0,0,0
565,284,127,0,7,3211,127,90,7,477,127,108,0,0,0,0,0
566,284,127,0,7,3211,127,90,7,477,127,108,0,0,0,0,0
567,284,127,0,7,3211,127,90,7,477,127,108,0,0,0,0,0
568,284,127,0,7,3211,127,90,7,477,127,108,0,0,0,0,0
569,284,127,0,7,3211,127,90,7,477,127,108,0,0,0,0,0
570,284,127,0,7,3211,127,90,7,477,127,108,0,0,0,0,0
571,284,127,0,7,3211,127,90,7,477,127,108,0,0,0,0,0
572,284,127,0,7,1909,127,54,7,477,127,90,0,0,0,0,0
573,284,127,0,7,1909,127,54,7,477,127,90,0,0,0,0,0
574,284,127,0,7,1909,127,54,7,477,127,90,0,0,0,0,0
575,284,127,0,7,1909,127,54,7,477,127,90,0,0,0,0,0
576,284,127,0,7,1909,127,54,7,477,127,90,0,0,0,0,0
577,284,127,0,7,1909,127,54,7,477,127,90,0,0,0,0,0
578,284,127,0,7,1909,127,54,7,477,127,90,0,0,0,0,0
579,284,127,0,7,1909,127,54,7,477,127,90,0,0,0,0,0
580,284,127,0,7,3211,127,54,7,477,127,0,0,0,0,0,0
581,284,127,0,7,3211,127,54,7,477,127,0,0,0,0,0,0
582,284,127,0,7,3211,127,54,7,477,127,0,0,0,0,0,0
583,284,127,0,7,3211,127,54,7,477,127,0,0,0,0,0,0
584,284,127,0,7,3211,127,54,7,477,127,0,0,0,0,0,0
585,284,127,0,7,3211,127,54,7,477,127,0,0,0,0,0,0
586,284,127,0,7,3211,127,54,7,477,127,0,0,0,0,0,0
587,284,127,0,7,3211,127,54,7,477,127,0,0,0,0,0,0
588,2023,126,90,6,1430,127,90,7,477,127,126,0,0,0,0,0
589,2023,122,0,6,1430,127,90,7,477,127,126,0,0,0,0,0
590,2023,117,0,6,1430,127,90,7,477,127,126,0,0,0,0,0
591,2023,113,0,6,1430,127,90,7,477,127,126,0,0,0,0,0
592,2023,110,0,6,1430,127,90,7,477,127,126,0,0,0,0,0
593,2023,106,0,6,1430,127,90,7,477,127,126,0,0,0,0,0
594,2023,102,0,6,1430,127,90,7,477,127,126,0,0,0,0,0
595,2023,99,0,6,1430,127,90,7,477,127,126,0,0,0,0,0
596,2023,96,0,6,2143,127,90,7,477,127,108,0,0,0,0,0
597,2023,96,0,6,2143,127,90,7,477,127,108,0,0,0,0,0
598,2023,96,0,6,2143,127,90,7,477,127,108,0,0,0,0,0
599,2023,96,0,6,2143,127,90,7,477,127,108,0,0,0,0,0
600,2023,96,0,6,2143,127,90,7,477,127,108,0,0,0,0,0
