frame,v0_pitch,v0_env,v0_vol,v0_srcn,v1_pitch,v1_env,v1_vol,v1_srcn,v2_pitch,v2_env,v2_vol,v2_srcn,v3_pitch,v3_env,v3_vol,v3_srcn
91,715,127,18,1,284,127,0,7,0,0,0,0,0,0,0,0
92,715,127,18,1,284,127,0,7,0,0,0,0,0,0,0,0
93,715,127,18,1,284,127,0,7,0,0,0,0,0,0,0,0
94,1274,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
95,1274,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
96,1274,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
97,1274,127,72,1,2023,125,0,6,0,0,0,0,0,0,0,0
98,1274,127,72,1,2023,121,0,6,0,0,0,0,0,0,0,0
99,1274,127,72,1,2023,116,0,6,0,0,0,0,0,0,0,0
100,1274,127,72,1,2023,112,0,6,0,0,0,0,0,0,0,0
101,1274,127,72,1,2023,109,0,6,0,0,0,0,0,0,0,0
102,1274,127,72,1,2023,105,0,6,0,0,0,0,0,0,0,0
103,1274,127,72,1,2023,101,0,6,0,0,0,0,0,0,0,0
104,1274,127,72,1,2023,98,0,6,0,0,0,0,0,0,0,0
105,1274,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
106,1274,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
107,1274,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
108,1274,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
109,1274,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
110,1274,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
111,1274,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
112,1274,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
113,1274,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
114,1274,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
115,1274,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
116,1274,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
117,1274,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
118,1274,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
119,1274,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
120,1274,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
121,1274,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
122,1274,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
123,1274,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
124,1274,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
125,16352,127,90,1,284,127,0,7,0,0,0,0,0,0,0,0
126,16352,127,90,1,284,127,0,7,0,0,0,0,0,0,0,0
127,32,127,90,1,284,127,0,7,0,0,0,0,0,0,0,0
128,16352,127,90,1,284,127,0,7,0,0,0,0,0,0,0,0
129,16352,127,90,1,284,127,0,7,0,0,0,0,0,0,0,0
130,32,127,90,1,284,127,0,7,0,0,0,0,0,0,0,0
131,32,127,90,1,284,127,0,7,0,0,0,0,0,0,0,0
132,16352,127,90,1,284,127,0,7,0,0,0,0,0,0,0,0
133,16352,127,90,1,284,127,0,7,0,0,0,0,0,0,0,0
134,32,127,90,1,284,127,0,7,0,0,0,0,0,0,0,0
135,32,127,90,1,284,127,0,7,0,0,0,0,0,0,0,0
136,16352,127,90,1,284,127,0,7,0,0,0,0,0,0,0,0
137,16352,127,90,1,284,127,0,7,0,0,0,0,0,0,0,0
138,32,127,90,1,284,127,0,7,0,0,0,0,0,0,0,0
139,32,127,90,1,284,127,0,7,0,0,0,0,0,0,0,0
140,1072,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
141,16352,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
142,32,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
143,32,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
144,16352,127,72,1,284,127,126,7,0,0,0,0,0,0,0,0
145,16352,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
146,32,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
147,32,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
148,16352,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
149,32,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
150,32,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
151,16352,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
152,16352,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
153,32,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
154,32,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
155,16352,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
156,16352,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
157,32,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
158,32,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
159,16352,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
160,16352,127,54,1,2023,126,90,6,0,0,0,0,0,0,0,0
161,32,127,54,1,2023,122,0,6,0,0,0,0,0,0,0,0
162,32,127,54,1,2023,118,0,6,0,0,0,0,0,0,0,0
163,16352,127,54,1,2023,114,0,6,0,0,0,0,0,0,0,0
164,16352,127,54,1,2023,110,0,6,0,0,0,0,0,0,0,0
165,32,127,54,1,2023,107,0,6,0,0,0,0,0,0,0,0
166,32,127,54,1,2023,103,0,6,0,0,0,0,0,0,0,0
167,16352,127,54,1,2023,99,0,6,0,0,0,0,0,0,0,0
168,32,127,54,1,284,127,126,7,0,0,0,0,0,0,0,0
169,32,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
170,16352,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
171,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
172,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
173,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
174,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
175,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
176,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
177,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
178,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
179,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
180,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
181,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
182,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
183,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
184,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
185,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
186,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
187,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
188,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
189,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
190,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
191,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
192,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
193,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
194,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
195,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
196,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
197,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
198,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
199,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
200,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
201,803,127,72,1,284,127,0,7,0,0,0,0,0,0,0,0
202,803,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
203,803,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
204,803,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
205,803,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
206,803,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
207,803,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
208,803,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
209,803,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
210,803,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
211,803,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
212,803,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
213,803,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
214,803,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
215,803,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
216,803,127,54,1,284,127,0,7,0,0,0,0,0,0,0,0
217,803,127,36,1,284,127,0,7,0,0,0,0,0,0,0,0
218,803,127,36,1,284,127,0,7,0,0,0,0,0,0,0,0
219,803,127,36,1,284,127,0,7,0,0,0,0,0,0,0,0
220,803,127,36,1,284,127,0,7,0,0,0,0,0,0,0,0
221,803,127,36,1,284,127,0,7,0,0,0,0,0,0,0,0
222,803,127,36,1,284,127,0,7,0,0,0,0,0,0,0,0
223,803,127,36,1,2023,127,90,6,0,0,0,0,0,0,0,0
224,803,127,36,1,2023,123,0,6,0,0,0,0,0,0,0,0
225,803,127,36,1,2023,119,0,6,0,0,0,0,0,0,0,0
226,803,127,36,1,2023,114,0,6,0,0,0,0,0,0,0,0
227,803,127,36,1,2023,111,0,6,0,0,0,0,0,0,0,0
228,803,127,36,1,2023,107,0,6,0,0,0,0,0,0,0,0
229,803,127,36,1,2023,103,0,6,0,0,0,0,0,0,0,0
230,803,127,36,1,2023,100,0,6,0,0,0,0,0,0,0,0
231,803,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
232,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
233,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
234,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
235,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
236,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
237,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
238,803,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
239,803,127,18,1,284,127,126,7,0,0,0,0,0,0,0,0
240,803,127,18,1,284,127,0,7,0,0,0,0,0,0,0,0
241,803,127,18,1,284,127,0,7,0,0,0,0,0,0,0,0
242,803,127,18,1,284,127,0,7,0,0,0,0,0,0,0,0
243,803,127,18,1,284,127,0,7,0,0,0,0,0,0,0,0
244,803,127,18,1,284,127,0,7,0,0,0,0,0,0,0,0
245,803,127,18,1,284,127,0,7,0,0,0,0,0,0,0,0
246,803,127,18,1,284,127,0,7,0,0,0,0,0,0,0,0
247,803,127,18,1,2023,126,90,6,0,0,0,0,0,0,0,0
248,637,127,72,1,2023,122,0,6,0,0,0,0,0,0,0,0
249,637,127,72,1,2023,118,0,6,0,0,0,0,0,0,0,0
250,637,127,72,1,2023,114,0,6,0,0,0,0,0,0,0,0
251,637,127,72,1,2023,110,0,6,0,0,0,0,0,0,0,0
252,637,127,72,1,2023,106,0,6,0,0,0,0,0,0,0,0
253,637,127,72,1,2023,103,0,6,0,0,0,0,0,0,0,0
254,637,127,72,1,2023,99,0,6,0,0,0,0,0,0,0,0
255,637,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
256,637,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
257,637,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
258,637,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
259,637,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
260,637,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
261,637,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
262,637,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
263,637,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
264,637,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
265,637,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
266,637,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
267,637,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
268,637,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
269,637,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
270,637,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
271,637,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
272,637,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
273,637,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
274,637,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
275,637,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
276,637,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
277,637,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
278,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
279,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
280,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
281,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
282,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
283,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
284,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
285,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
286,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
287,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
288,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
289,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
290,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
291,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
292,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
293,637,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
294,715,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
295,715,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
296,715,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
297,715,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
298,715,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
299,715,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
300,715,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
301,715,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
302,715,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
303,715,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
304,715,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
305,715,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
306,715,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
307,715,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
308,715,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
309,715,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
310,715,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
311,715,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
312,715,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
313,715,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
314,715,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
315,715,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
316,715,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
317,715,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
318,715,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
319,715,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
320,715,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
321,715,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
322,715,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
323,715,127,36,1,2023,96,0,6,0,0,0,0,0,0,0,0
324,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
325,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
326,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
327,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
328,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
329,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
330,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
331,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
332,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
333,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
334,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
335,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
336,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
337,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
338,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
339,715,127,18,1,2023,96,0,6,0,0,0,0,0,0,0,0
340,16356,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
341,16356,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
342,28,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
343,16356,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
344,16356,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
345,28,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
346,28,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
347,16356,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
348,16356,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
349,28,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
350,28,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
351,16356,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
352,16356,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
353,28,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
354,28,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
355,955,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
356,16356,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
357,28,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
358,28,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
359,16356,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
360,16356,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
361,28,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
362,16356,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
363,16356,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
364,28,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
365,28,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
366,16356,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
367,16356,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
368,28,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
369,28,127,54,1,2023,96,0,6,0,0,0,0,0,0,0,0
370,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
371,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
372,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
373,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
374,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
375,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
376,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
377,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
378,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
379,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
380,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
381,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
382,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
383,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
384,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
385,803,127,90,1,2023,96,0,6,0,0,0,0,0,0,0,0
386,803,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
387,803,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
388,803,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
389,803,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
390,803,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
391,803,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
392,803,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
393,803,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
394,803,127,72,1,2023,96,0,6,0,0,0,0,0,0,0,0
