frame,pitch,env,vol,srcn
311,5722,0,18,0
312,5722,0,18,0
313,5722,0,18,0
314,5722,0,18,0
315,5722,0,18,0
316,5722,0,18,0
317,5722,0,18,0
318,5722,0,18,0
319,5722,0,18,0
320,5722,0,18,0
321,5722,0,18,0
322,5722,0,18,0
323,5722,0,18,0
324,5722,0,18,0
325,5722,0,18,0
326,5722,0,18,0
327,5722,0,18,0
328,5722,0,18,0
329,5722,0,18,0
330,5722,0,18,0
331,5722,0,18,0
332,5722,0,18,0
333,5722,0,18,0
334,5722,0,18,0
335,5722,0,18,0
336,5722,0,18,0
337,5722,0,18,0
338,5722,0,18,0
339,5722,0,18,0
340,5722,0,18,0
341,5722,0,18,0
342,5722,0,18,0
343,5722,0,18,0
344,5722,0,18,0
345,5722,0,18,0
346,5722,0,18,0
347,5722,0,18,0
348,5722,0,18,0
349,5722,0,18,0
350,5722,0,18,0
351,5722,0,18,0
352,5722,0,18,0
353,5722,0,18,0
354,5722,0,18,0
355,5722,0,18,0
356,5722,0,18,0
357,5722,0,18,0
358,5722,0,18,0
359,5722,0,18,0
360,5722,0,18,0
361,5722,0,18,0
362,5722,0,18,0
363,5722,0,18,0
364,5722,0,18,0
365,5722,0,18,0
366,5722,0,18,0
367,5722,0,18,0
368,5722,0,18,0
369,5722,0,18,0
370,5722,0,18,0
371,5722,0,18,0
372,5722,0,18,0
373,5722,0,18,0
374,5722,0,18,0
375,5722,0,18,0
376,5722,0,18,0
377,5722,0,18,0
378,5722,0,18,0
379,5722,0,18,0
380,5722,0,18,0
381,5722,0,18,0
382,5722,0,18,0
383,5722,0,18,0
384,5722,0,18,0
385,5722,0,18,0
386,5722,0,18,0
387,5722,0,18,0
388,5722,0,18,0
389,5722,0,18,0
390,5722,0,18,0
391,5722,0,18,0
392,5722,0,18,0
393,5722,0,18,0
394,5722,0,18,0
395,5722,0,18,0
396,5722,0,18,0
397,5722,0,18,0
398,5722,0,18,0
399,5722,0,18,0
400,5722,0,18,0
401,5722,0,18,0
402,5722,0,18,0
403,5722,0,18,0
404,5722,0,18,0
405,5722,0,18,0
406,5722,0,18,0
407,5722,0,18,0
408,5722,0,18,0
409,5722,0,18,0
410,5722,0,18,0
411,5722,0,18,0
412,5722,0,18,0
413,5722,0,18,0
414,5722,0,18,0
415,5722,0,18,0
416,5722,0,18,0
417,5722,0,18,0
418,5722,0,18,0
419,5722,0,18,0
420,5722,0,18,0
421,5722,0,18,0
422,5722,0,18,0
423,5722,0,18,0
424,5722,0,18,0
425,5722,0,18,0
426,5722,0,18,0
427,5722,0,18,0
428,5722,0,18,0
429,5722,0,18,0
430,5722,0,18,0
431,5722,0,18,0
432,5722,0,18,0
433,5722,0,18,0
434,5722,0,18,0
435,5722,0,18,0
436,5722,0,18,0
437,5722,0,18,0
438,5722,0,18,0
439,5722,0,18,0
440,5722,0,18,0
441,5722,0,18,0
442,5722,0,18,0
443,5722,0,18,0
444,5722,0,18,0
445,5722,0,18,0
446,5722,0,18,0
447,5722,0,18,0
448,5722,0,18,0
449,5722,0,18,0
450,5722,0,18,0
451,5722,0,18,0
452,5722,0,18,0
453,5722,0,18,0
454,5722,0,18,0
455,5722,0,18,0
456,5722,0,18,0
457,5722,0,18,0
458,5722,0,18,0
459,5722,0,18,0
460,5722,0,18,0
461,5722,0,18,0
462,5722,0,18,0
463,5722,0,18,0
464,5722,0,18,0
465,5722,0,18,0
466,5722,0,18,0
467,5722,0,18,0
468,5722,0,18,0
469,5722,0,18,0
470,5722,0,18,0
471,5722,0,18,0
472,5722,0,18,0
473,5722,0,18,0
474,5722,0,18,0
475,5722,0,18,0
476,5722,0,18,0
477,5722,0,18,0
478,5722,0,18,0
479,5722,0,18,0
480,5722,0,18,0
481,5722,0,18,0
482,5722,0,18,0
483,5722,0,18,0
484,5722,0,18,0
485,5722,0,18,0
486,5722,0,18,0
487,5722,0,18,0
488,5722,0,18,0
489,5722,0,18,0
490,5722,0,18,0
491,5722,0,18,0
492,5722,0,18,0
493,5722,0,18,0
494,5722,0,18,0
495,5722,0,18,0
496,5722,0,18,0
497,5722,0,18,0
498,5722,0,18,0
499,5722,0,18,0
500,5722,0,18,0
501,5722,0,18,0
502,5722,0,18,0
503,5722,0,18,0
504,5722,0,18,0
505,5722,0,18,0
506,5722,0,18,0
507,5722,0,18,0
508,5722,0,18,0
509,5722,0,18,0
510,5722,0,18,0
511,5722,0,18,0
512,5722,0,18,0
513,5722,0,18,0
514,5722,0,18,0
515,5722,0,18,0
516,5722,0,18,0
517,5722,0,18,0
518,5722,0,18,0
519,5722,0,18,0
520,5722,0,18,0
521,5722,0,18,0
522,5722,0,18,0
523,5722,0,18,0
524,5722,0,18,0
525,5722,0,18,0
526,5722,0,18,0
527,5722,0,18,0
528,5722,0,18,0
529,5722,0,18,0
530,5722,0,18,0
531,5722,0,18,0
532,5722,0,18,0
533,5722,0,18,0
534,5722,0,18,0
535,5722,0,18,0
536,5722,0,18,0
537,5722,0,18,0
538,5722,0,18,0
539,5722,0,18,0
540,5722,0,18,0
541,5722,0,18,0
542,5722,0,18,0
543,5722,0,18,0
544,637,127,126,0
545,637,127,126,0
546,1515,127,126,0
547,1515,127,126,0
548,758,127,126,0
549,758,127,126,0
550,758,127,126,0
551,1909,127,126,0
552,1909,127,126,0
553,1011,127,126,0
554,1011,127,126,0
555,2406,127,126,0
556,2406,127,126,0
557,2406,127,126,0
558,1274,127,108,0
559,1274,127,108,0
560,3402,127,108,0
561,3402,127,108,0
562,1802,127,90,0
563,1802,127,90,0
564,1802,127,90,0
565,4541,127,90,0
566,4541,127,90,0
567,2549,127,72,0
568,2549,127,72,0
569,6062,127,72,0
570,6062,127,72,0
571,6062,127,72,0
572,3211,127,54,0
573,3211,127,54,0
574,7638,127,54,0
575,7638,127,54,0
576,4286,127,36,0
577,4286,127,36,0
578,4286,127,36,0
579,9623,127,36,0
580,9623,127,36,0
581,5722,127,18,0
582,5722,127,18,0
583,5722,127,18,0
584,5722,0,18,0
585,5722,0,18,0
586,5722,0,18,0
587,5722,0,18,0
588,5722,0,18,0
589,5722,0,18,0
590,5722,0,18,0
591,5722,0,18,0
592,5722,0,18,0
593,5722,0,18,0
594,5722,0,18,0
595,5722,0,18,0
596,5722,0,18,0
597,5722,0,18,0
598,5722,0,18,0
599,5722,0,18,0
600,5722,0,18,0
